#chrom,start,end,Meth Dif_24mo-4mo,class_24mo_v_4mo,Gene name,name,features
chr12,54396519,54396960,0.155,strongHyper,Npas3,NM_013780,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,54429631,54429687,-0.297,strongHypo,Npas3,NM_013780,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,55227106,55227220,-0.224,strongHypo,Egln3,NM_028133,T:LINE;
chr12,55506359,55506432,0.182,strongHyper,Gm7550,NR_033689,T:Other;
chr12,55797800,55797883,-0.636,strongHypo,Eapp,NM_025456,T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;T:Rleft;
chr12,55803999,55804094,0.314,strongHyper,Eapp,NM_025456,T:Other;
chr12,55977799,55978106,-0.328,strongHypo,Cfl2,NM_007688,T:LTR;T:SINE;
chr12,56400420,56400822,0.153,strongHyper,Ppp2r3c,NM_021529,T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,56561957,56562108,-0.22,strongHypo,Nfkbia,NM_010907,T:SINE;
chr12,56572324,56572504,-0.166,strongHypo,Nfkbia,NM_010907,T:Other;
chr12,56587846,56588518,-0.344,strongHypo,Nfkbia,NM_010907,T:Other;
chr12,57122186,57122367,0.182,strongHyper,Brms1l,NM_001037756,T:Other;
chr12,57399266,57399395,0.184,strongHyper,Mbip,NM_145442,T:Other;
chr12,57610836,57610967,0.167,strongHyper,E030019B13Rik,NR_045082,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_wiCGI;
chr12,58104332,58104746,0.228,strongHyper,Slc25a21,NM_001167976,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,58110004,58110227,0.177,strongHyper,Slc25a21,NM_001167976,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,58297367,58297436,0.19,strongHyper,Slc25a21,NM_172577,T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,58313138,58313193,-0.23,strongHypo,Slc25a21,NM_172577,T:Other;
chr12,58847812,58847914,0.167,strongHyper,4921506M07Rik,NM_001037743,T:LTR;
chr12,58877390,58877522,-0.263,strongHypo,4921506M07Rik,NM_001037743,T:Other;
chr12,59369977,59370293,-0.192,strongHypo,Clec14a,NM_025809,T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;
chr12,59618113,59618228,0.215,strongHyper,Clec14a,NM_025809,T:Other;
chr12,64889571,64889623,0.244,strongHyper,Fscb,NM_001163271,T:Other;
chr12,65177966,65178035,0.257,strongHyper,Fscb,NM_001163271,T:LINE;
chr12,65976700,65977008,-0.31,strongHypo,Gm527,NM_001025605,T:LINE;
chr12,66923359,66923533,0.165,strongHyper,Rpl10l,NM_001162933,T:LINE;
chr12,70186379,70186432,0.231,strongHyper,Rps29,NM_009093,T:Other;
chr12,70260295,70260482,-0.554,strongHypo,Rps29,NM_009093,T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;T:Rleft;
chr12,70462225,70462452,-0.463,strongHypo,Nemf,NM_025441,T:CGI_shore;T:Rleft;
chr12,71099294,71099392,-0.373,strongHypo,Sav1,NM_022028,T:Other;
chr12,71974681,71975105,0.155,strongHyper,Frmd6,NM_028127,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,71980154,71980363,-0.263,strongHypo,Frmd6,NM_028127,T:ExtGene;T:Gene;T:Intron;
chr12,71984915,71985371,-0.177,strongHypo,Frmd6,NM_028127,T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,72110909,72111156,-0.292,strongHypo,3110056K07Rik,NR_045056,T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_wiCGI;T:TTSup1k;T:LTR;
chr12,72214370,72214727,0.157,strongHyper,Tomm20l,NM_029227,T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr12,72870958,72871035,0.207,strongHyper,Daam1,NM_026102,T:Other;
chr12,72954110,72954191,-0.363,strongHypo,Daam1,NM_026102,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,72964819,72965002,-0.229,strongHypo,Daam1,NM_026102,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LINE;
chr12,73051221,73051340,0.238,strongHyper,Daam1,NM_026102,T:ExtGene;T:Gene;T:Intron;
chr12,73082504,73082938,-0.163,strongHypo,Daam1,NM_026102,T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr12,73114828,73115433,-0.153,strongHypo,Daam1,NM_026102,T:Other;
chr12,73330515,73330772,0.195,strongHyper,Rtn1,NM_001007596,T:ExtGene;T:Gene;T:Intron;
chr12,73340411,73340513,-0.176,strongHypo,Rtn1,NM_153457,T:ExtGene;T:Gene;T:Intron;
chr12,73458245,73458582,0.191,strongHyper,Rtn1,NM_153457,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,74018615,74018919,0.151,strongHyper,4930447C04Rik,NM_029444,T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_wiCGI;
chr12,74189599,74189663,-0.298,strongHypo,Six4,NM_011382,T:LINE;
chr12,74517367,74517437,-0.247,strongHypo,D830013O20Rik,NR_046013,T:Other;
chr12,74549658,74549830,-0.192,strongHypo,D830013O20Rik,NR_046013,T:Other;
chr12,74652399,74652569,-0.155,strongHypo,2210039B01Rik,NR_044985,T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:TTSup1k;T:LTR;
chr12,74718738,74719115,-0.226,strongHypo,Prkch,NM_008856,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,74737870,74738039,-0.214,strongHypo,Prkch,NM_008856,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,76606143,76606411,-0.263,strongHypo,Ppp2r5e,NM_012024,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr12,76734658,76735035,-0.156,strongHypo,Wdr89,NM_028203,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LTR;
chr12,76915525,76915972,-0.178,strongHypo,Syne2,NM_001005510,T:Other;
chr12,77518829,77518993,-0.264,strongHypo,Ppp1r36,NM_001163103,T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr12,77579831,77580011,-0.215,strongHypo,Gm10451,NR_028520,T:Other;
chr12,77914644,77914796,0.165,strongHyper,Rab15,NM_134050,T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,78056120,78056267,-0.213,strongHypo,Max,NM_001146176,T:ExtGene;T:Gene;T:Intron;
chr12,78166877,78166999,-0.275,strongHypo,Max,NM_001146176,T:LTR;T:SINE;
chr12,78190908,78191126,-0.378,strongHypo,Max,NM_001146176,T:LTR;
chr12,78757850,78758071,0.185,strongHyper,Fut8,NM_001252616,T:SINE;
chr12,78892093,78892240,-0.192,strongHypo,Fut8,NM_001252616,T:Other;
chr12,79095317,79095388,0.2,strongHyper,Gphn,NM_145965,T:Other;
chr12,79451893,79452147,-0.408,strongHypo,Gphn,NM_145965,T:ExtGene;T:Gene;T:Intron;T:Rleft;
chr12,79930663,79931178,-0.177,strongHypo,Mpp5,NM_019579,T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,80793082,80793490,0.165,strongHyper,Rad51l1,NM_009014,T:ExtGene;T:Gene;T:Intron;T:DNA;
chr12,80931948,80932186,0.192,strongHyper,Rad51l1,NM_009014,T:SimpleRepeat;
chr12,80944850,80944918,0.197,strongHyper,Rad51l1,NM_009014,T:Other;
chr12,81375231,81375336,0.237,strongHyper,Actn1,NM_134156,T:Other;
chr12,81788777,81788915,0.167,strongHyper,0610009B14Rik,NR_037995,T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;
chr12,81831251,81831465,0.153,strongHyper,3830431G21Rik,NM_001177503,T:LINE;T:SINE;
chr12,81886131,81886390,0.204,strongHyper,4933426M11Rik,NM_001242419,T:Other;
chr12,82100118,82100173,-0.165,strongHypo,Smoc1,NM_001146217,T:Other;
chr12,82206218,82206442,-0.18,strongHypo,Smoc1,NM_001146217,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:DNA;T:SINE;
chr12,82584739,82584807,-0.228,strongHypo,Cox16,NM_025461,T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr12,83062171,83062233,0.225,strongHyper,Pcnx,NM_018814,T:ExtGene;T:Gene;T:Intron;
chr12,83290947,83291012,-0.172,strongHypo,Sipa1l1,NM_001167983,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,83400235,83400488,-0.429,strongHypo,Sipa1l1,NM_001167983,T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,83570581,83571009,0.157,strongHyper,Sipa1l1,NM_172579,T:Other;
chr12,84174661,84175118,-0.15,strongHypo,Rgs6,NM_015812,T:ExtGene;T:Gene;T:Intron;
chr12,84272639,84272826,0.182,strongHyper,Rgs6,NM_015812,T:Other;
chr12,84577000,84577587,0.182,strongHyper,Dpf3,NM_058212,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr12,84685026,84685116,0.194,strongHyper,Dpf3,NM_058212,T:ExtGene;T:Gene;T:Intron;
chr12,84721200,84721410,-0.197,strongHypo,Dpf3,NM_058212,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,84769125,84769177,0.227,strongHyper,Dpf3,NM_058212,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,84811993,84812120,0.232,strongHyper,Dpf3,NM_058212,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,85111205,85111454,0.159,strongHyper,Papln,NM_001205343,T:CGI_shore;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,85112697,85112798,0.215,strongHyper,Papln,NM_001205343,T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,85510568,85510620,-0.279,strongHypo,C130039O16Rik,NM_001163502,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr12,85511611,85511759,-0.234,strongHypo,C130039O16Rik,NM_001163502,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,85758607,85758690,0.177,strongHyper,Rnf113a2,NM_025525,T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr12,86091626,86091778,0.176,strongHyper,Npc2,NM_023409,T:DNA;
chr12,86093322,86093374,0.208,strongHyper,Npc2,NM_023409,T:Other;
chr12,86221272,86221375,0.26,strongHyper,D030025P21Rik,NR_028577,T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr12,86310146,86310292,0.176,strongHyper,1110018G07Rik,NM_178065,T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,86464796,86464874,0.207,strongHyper,Dlst,NM_030225,T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,86533401,86533525,0.151,strongHyper,Pgf,NM_008827,T:Other;
chr12,86583212,86583374,-0.194,strongHypo,Mlh3,NM_175337,T:ExtGene;T:Gene;T:Intron;
chr12,86726438,86726781,0.229,strongHyper,Tmed10,NM_026775,T:Other;
chr12,86762008,86762123,0.175,strongHyper,Tmed10,NM_026775,T:Other;
chr12,86798930,86799017,-0.19,strongHypo,Fos,NM_010234,T:Other;
chr12,87001902,87002243,0.15,strongHyper,Jdp2,NM_001205053,T:Other;
chr12,87051684,87051986,0.26,strongHyper,Batf,NM_016767,T:Other;
chr12,87311103,87311328,-0.226,strongHypo,Ttll5,NM_001081423,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,87378227,87378596,-0.174,strongHypo,Ttll5,NM_001081423,T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;
chr12,87417641,87417780,-0.176,strongHypo,Tgfb3,NM_009368,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,87471242,87471344,0.374,strongHyper,1700019E19Rik,NM_001199843,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,87555136,87555287,-0.18,strongHypo,Gm805,NR_046081,T:CGI_shore;
chr12,87761279,87761397,0.172,strongHyper,Esrrb,NM_001159500,T:CGI_shore;T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,87992995,87993221,0.191,strongHyper,Vash1,NM_177354,T:LTR;
chr12,88206989,88207195,-0.238,strongHypo,6430527G18Rik,NM_145836,T:SINE;
chr12,88208402,88208465,-0.276,strongHypo,6430527G18Rik,NM_145836,T:Other;
chr12,88309709,88309815,-0.391,strongHypo,2310044G17Rik,NM_173735,T:Other;
chr12,88319103,88319333,-0.183,strongHypo,Zdhhc22,NM_001080943,T:SINE;
chr12,88346312,88346706,0.155,strongHyper,Zdhhc22,NM_001080943,T:Other;
chr12,90313447,90313525,0.25,strongHyper,Nrxn3,NM_172544,T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr12,92875981,92876254,0.221,strongHyper,Ston2,NM_175367,T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:LINE;
chr12,92984226,92984615,-0.153,strongHypo,Ston2,NM_175367,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,94061752,94061866,-0.323,strongHypo,Sel1l,NM_001039089,T:Other;
chr12,99503469,99503657,0.16,strongHyper,Gpr65,NM_008152,T:DNA;T:LTR;
chr12,99504621,99504981,0.17,strongHyper,Gpr65,NM_008152,T:SINE;
chr12,99674063,99674113,0.238,strongHyper,Kcnk10,NM_029911,T:ExtGene;T:Gene;T:Intron;
chr12,99718551,99718632,0.267,strongHyper,Kcnk10,NM_029911,T:ExtGene;T:Gene;T:Intron;
chr12,99915521,99915679,-0.204,strongHypo,Ptpn21,NM_011877,T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;
chr12,99953058,99953133,0.22,strongHyper,Ptpn21,NM_011877,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,100144434,100144511,-0.157,strongHypo,Eml5,NM_001081191,T:Other;
chr12,100387392,100387545,-0.175,strongHypo,4930474N09Rik,NR_038130,T:LTR;
chr12,100587948,100588025,-0.269,strongHypo,Foxn3,NM_183186,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,100788204,100788266,-0.217,strongHypo,1700064M15Rik,NR_045288,T:SimpleRepeat;T:SINE;
chr12,100883747,100883862,-0.353,strongHypo,1700064M15Rik,NR_045288,T:Rleft;
chr12,101581856,101582058,-0.316,strongHypo,Ttc7b,NM_001033213,T:ExtGene;T:Gene;T:Intron;
chr12,101587390,101587522,-0.488,strongHypo,Ttc7b,NM_001033213,T:ExtGene;T:Gene;T:Intron;
chr12,101813240,101813389,-0.296,strongHypo,Rps6ka5,NM_153587,T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,101877859,101878256,-0.157,strongHypo,Rps6ka5,NM_153587,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,102258493,102258710,-0.295,strongHypo,Ccdc88c,NM_026681,T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,102792202,102792326,0.232,strongHyper,Catsperb,NM_173023,T:ExtGene;T:Gene;T:Intron;
chr12,103014678,103014778,-0.403,strongHypo,Fbln5,NM_011812,T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,103295664,103295756,0.339,strongHyper,Cpsf2,NM_016856,T:SINE;
chr12,103592557,103592641,0.29,strongHyper,Rin3,NM_001161365,T:ExtGene;T:Gene;T:Intron;
chr12,103607187,103607436,0.214,strongHyper,Rin3,NM_001161365,T:Exon;T:ExtGene;T:Gene;
chr12,103736867,103736921,-0.255,strongHypo,Golga5,NM_013747,T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr12,103775035,103775463,0.155,strongHyper,Chga,NM_007693,T:LTR;
chr12,103890548,103890739,0.267,strongHyper,Itpk1,NM_172584,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,103912517,103912675,0.24,strongHyper,Itpk1,NM_172584,T:ExtGene;T:Gene;T:Intron;
chr12,104452768,104452914,-0.395,strongHypo,Prima1,NM_133364,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,104538853,104538933,-0.183,strongHypo,Fam181a,NM_001195726,T:Other;
chr12,104573189,104573768,0.15,strongHyper,Asb2,NM_023049,T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;T:LINE;T:SINE;
chr12,104770465,104770553,-0.193,strongHypo,Ppp4r4,NM_028980,T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;T:LowComplexity;
chr12,105227104,105227501,0.155,strongHyper,Serpina11,NM_199314,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:SINE;
chr12,105629775,105629840,0.302,strongHyper,Serpina3m,NM_009253,T:Center30ct;T:Exon;T:ExtGene;T:Gene;
chr12,105699570,105699757,0.154,strongHyper,Gsc,NM_010351,T:Other;
chr12,105812755,105812889,-0.243,strongHypo,Gsc,NM_010351,T:Other;
chr12,106003379,106003502,-0.234,strongHypo,Clmn,NM_001040682,T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;
chr12,106136788,106137064,-0.163,strongHypo,4831426I19Rik,NM_001042699,T:SimpleRepeat;
chr12,106161426,106161699,0.228,strongHyper,4831426I19Rik,NM_001042699,T:Other;
chr12,106519545,106519812,-0.151,strongHypo,2810011L19Rik,NR_045047,T:LINE;
chr12,106576277,106576347,0.22,strongHyper,2810011L19Rik,NR_045047,T:CGI_shore;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,106644376,106644509,0.231,strongHyper,Gm2721,NR_045085,T:LTR;
chr12,107146574,107146661,0.194,strongHyper,Papola,NM_011112,T:Other;
chr12,107173506,107173771,0.177,strongHyper,Vrk1,NM_001029843,T:CGI;T:CGI_shore;T:CGI_woGeneExt2k;
chr12,107205147,107205276,-0.18,strongHypo,Vrk1,NM_001029843,T:Other;
chr12,107320989,107321103,0.156,strongHyper,Vrk1,NM_001029843,T:Other;
chr12,107362327,107362380,0.209,strongHyper,Vrk1,NM_001029843,T:Other;
chr12,108266560,108266635,0.175,strongHyper,4933406K04Rik,NR_015512,T:Other;
chr12,108324342,108324439,0.19,strongHyper,4933406K04Rik,NR_015512,T:Other;
chr12,108897848,108898002,0.192,strongHyper,4930465M20Rik,NR_045973,T:LTR;
chr12,109139690,109139960,0.167,strongHyper,Bcl11b,NM_001079883,T:Other;
chr12,109168940,109169066,0.222,strongHyper,Bcl11b,NM_001079883,T:ExtGene;T:Gene;T:Intron;
chr12,109209477,109209617,0.166,strongHyper,Bcl11b,NM_001079883,T:ExtGene;T:Gene;T:Intron;
chr12,109432247,109432437,-0.35,strongHypo,Ccnk,NM_009832,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,109487795,109488227,-0.202,strongHypo,Ccdc85c,NM_001159910,T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,109515658,109515714,0.275,strongHyper,Ccdc85c,NM_001159910,T:CGI_shore;
chr12,109523340,109523560,0.158,strongHyper,Ccdc85c,NM_001159910,T:SimpleRepeat;
chr12,109554297,109554756,0.152,strongHyper,Hhipl1,NM_001044380,T:CGI_shore;T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,109577300,109577369,0.2,strongHyper,Cyp46a1,NM_010010,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,109588664,109589122,0.155,strongHyper,Cyp46a1,NM_010010,T:CGI_shore;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,109738323,109738540,-0.267,strongHypo,Eml1,NM_001043335,T:ExtGene;T:Gene;T:Intron;T:LTR;
chr12,109771373,109771453,0.174,strongHyper,Eml1,NM_001043335,T:ExtGene;T:Gene;T:Intron;T:LINE;
chr12,110153538,110153677,-0.277,strongHypo,Wdr25,NM_177602,T:ExtGene;T:Gene;T:Intron;
chr12,110747572,110747674,0.175,strongHyper,Meg3,NR_027651,T:Other;
chr12,110750612,110750723,-0.171,strongHypo,Meg3,NR_027651,T:Other;
chr12,110778800,110779016,0.213,strongHyper,Meg3,NR_027651,T:ExtGene;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr12,111604344,111604428,-0.221,strongHypo,Ppp2r5c,NM_001135001,T:SINE;
chr12,111933574,111933658,-0.22,strongHypo,Hsp90aa1,NM_010480,T:CGI_shore;T:Exon;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr12,111941869,111942168,-0.167,strongHypo,Hsp90aa1,NM_010480,T:LTR;
chr12,112093133,112093188,0.173,strongHyper,Zfp839,NM_001199785,T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,112266425,112267199,-0.167,strongHypo,Rcor1,NM_198023,T:Other;
chr12,112431477,112431576,0.25,strongHyper,Traf3,NM_001048206,T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,112600025,112600441,-0.191,strongHypo,Cdc42bpb,NM_183016,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,112605125,112605281,-0.328,strongHypo,Cdc42bpb,NM_183016,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr12,112661976,112662382,0.161,strongHyper,1200009I06Rik,NM_028807,T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,112682022,112682423,-0.159,strongHypo,Tnfaip2,NM_009396,T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr12,112687848,112688063,-0.219,strongHypo,Tnfaip2,NM_009396,T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,112909688,112909755,-0.248,strongHypo,Ckb,NM_021273,T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr12,113139819,113139972,0.177,strongHyper,Ppp1r13b,NM_011625,T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,113216402,113217929,-0.168,strongHypo,BC048943,NM_001127685,T:1stIntron;T:Exon;T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;T:TTSdn1k;T:TTSdn1k_woCGI;T:TTSup1k;T:LINE;T:SimpleRepeat;T:SINE;
chr12,113228097,113228552,-0.223,strongHypo,Tdrd9,NM_029056,T:ExtGene;T:Gene;T:Intron;T:SINE;
chr12,113334321,113334681,-0.21,strongHypo,Aspg,NM_001081169,T:LINE;
chr12,113492355,113492469,-0.173,strongHypo,Kif26a,NM_001097621,T:SINE;
chr12,113568275,113568521,-0.164,strongHypo,A730018C14Rik,NR_036459,T:LINE;
chr12,113717780,113718061,0.152,strongHyper,A530016L24Rik,NM_177039,T:Other;
chr12,113732977,113733119,0.232,strongHyper,A530016L24Rik,NM_177039,T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr12,113904436,113904560,-0.21,strongHypo,Akt1,NM_001165894,T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr12,113926691,113926834,0.15,strongHyper,Zbtb42,NM_001100460,T:Other;
chr12,114112630,114112772,0.191,strongHyper,Gpr132,NM_019925,T:SINE;
chr12,114306092,114306470,0.301,strongHyper,Pacs2,NM_001081170,T:Exon;T:ExtGene;T:Gene;T:Intron;
chr12,115070059,115070356,0.274,strongHyper,Adam6a,NM_174885,T:LTR;
chr12,115225322,115225962,0.15,hyper,Adam6a,NM_174885,T:LTR;
chr12,115700337,115700514,-0.327,strongHypo,Adam6a,NM_174885,T:Other;
chr12,118696875,118696941,-0.402,strongHypo,Rapgef5,NM_175930,T:Other;
chr12,118704680,118704816,-0.259,strongHypo,Rapgef5,NM_175930,T:Other;
chr12,119798837,119798889,0.203,strongHyper,D230030E09Rik,NR_045947,T:Other;
chr12,120258371,120258824,-0.155,strongHypo,Abcb5,NM_029961,T:Other;
chr12,120308346,120308813,0.151,strongHyper,Itgb8,NM_177290,T:SimpleRepeat;
chr12,120476264,120476320,0.183,strongHyper,Itgb8,NM_177290,T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr13,3626713,3626793,0.218,strongHyper,Asb13,NM_178283,T:LTR;
chr13,3769527,3769626,-0.207,strongHypo,Calml3,NM_027416,T:Other;
chr13,5603474,5603865,-0.233,strongHypo,1700016G22Rik,NR_045891,T:Other;
chr13,5940063,5940138,-0.249,strongHypo,Klf6,NM_011803,T:LTR;
chr13,6650781,6650869,-0.271,strongHypo,Pfkp,NM_019703,T:Other;
chr13,7145660,7145730,0.317,strongHyper,Pfkp,NM_019703,T:LTR;
chr13,9237112,9237287,-0.235,strongHypo,Dip2c,NM_001081426,T:Other;
chr13,9379848,9380277,-0.235,strongHypo,Dip2c,NM_001081426,T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr13,9833586,9833740,-0.18,strongHypo,Chrm3,NM_033269,T:LINE;
chr13,10045103,10045169,-0.245,strongHypo,Chrm3,NM_033269,T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr13,10046009,10046113,-0.406,strongHypo,Chrm3,NM_033269,T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr13,10217683,10218483,-0.166,strongHypo,Chrm3,NM_033269,T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SimpleRepeat;T:SINE;
chr13,10357880,10358735,-0.202,strongHypo,Chrm3,NM_033269,T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SimpleRepeat;
