#chrom	start	end	Meth Dif_24mo-4mo	class_24mo_v_4mo	Gene name	name	features
chr14	34175874	34176249	0.161	strongHyper	Arhgap22	NM_153800	T:ExtGene;T:Gene;T:Intron;
chr14	55812133	55813396	0.161	strongHyper	Dhrs2	NM_027790	T:DNA;
chr14	29328158	29328671	0.162	strongHyper	Wnt5a	NM_001256224	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	35329716	35329888	0.162	strongHyper	9230112D13Rik	NM_030062	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	105901024	105901196	0.162	strongHyper	4930449E01Rik	NR_045921	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr14	119292077	119292259	0.162	strongHyper	Dzip1	NM_025943	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	11155636	11155926	0.163	strongHyper	Fhit	NM_010210	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	81960594	81960692	0.163	strongHyper	Olfm4	NM_001030294	T:LINE;
chr14	68044359	68044504	0.165	strongHyper	Ebf2	NM_010095	T:ExtGene;T:Gene;T:Intron;
chr14	117879917	117880145	0.165	strongHyper	Gpc6	NM_001079844	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	59001679	59001998	0.166	strongHyper	Fgf9	NM_013518	T:LTR;
chr14	68376696	68377169	0.167	strongHyper	Dock5	NM_177780	T:Exon;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr14	80157468	80157873	0.167	strongHyper	Pcdh8	NM_001042726	T:LTR;
chr14	47205503	47205716	0.17	strongHyper	Rubie	NR_046459	T:Other;
chr14	52395190	52395337	0.17	strongHyper	Ang4	NM_177544	T:LTR;
chr14	72609483	72610042	0.17	strongHyper	4930434J06Rik	NR_046274	T:LTR;
chr14	75103527	75104088	0.171	strongHyper	Htr2a	NM_172812	T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr14	124097704	124097830	0.171	strongHyper	Itgbl1	NM_145467	T:ExtGene;T:Gene;T:Intron;
chr14	50095795	50095922	0.172	strongHyper	Slc35f4	NM_029238	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	51512036	51512175	0.172	strongHyper	Klhl33	NM_001166651	T:1stExon;T:1stIntron;T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr14	31433643	31433986	0.173	strongHyper	Prkcd	NM_011103	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SimpleRepeat;T:SINE;
chr14	34783438	34783565	0.176	strongHyper	Zfp488	NM_001013777	T:Exon;T:ExtGene;T:Gene;
chr14	56505124	56505506	0.176	strongHyper	Khnyn	NM_027143	T:CGI_shore;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr14	77364080	77364160	0.176	strongHyper	9030625A04Rik	NM_172488	T:SINE;
chr14	119216131	119216218	0.176	strongHyper	Cldn10	NM_001160096	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	78440620	78440709	0.177	strongHyper	Epsti1	NM_029495	T:Other;
chr14	68697016	68697096	0.18	strongHyper	Nefl	NM_010910	T:Other;
chr14	68487407	68487749	0.181	strongHyper	Dock5	NM_177780	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	20596495	20596709	0.182	strongHyper	Nid2	NM_008695	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	35647331	35647660	0.182	strongHyper	Grid1	NM_008166	T:ExtGene;T:Gene;T:Intron;T:LTR;
chr14	66051844	66052149	0.182	strongHyper	Pnoc	NM_001205075	T:Other;
chr14	57396313	57396429	0.184	strongHyper	Pspc1	NM_025682	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr14	15787976	15788118	0.185	strongHyper	Nek10	NM_001195229	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr14	107016743	107016885	0.185	strongHyper	1700128A07Rik	NR_045938	T:Other;
chr14	35486711	35486767	0.186	strongHyper	Wapal	NM_001004436	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;
chr14	70377688	70378089	0.186	strongHyper	Pebp4	NM_028560	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	105826647	105826714	0.186	strongHyper	5430440P10Rik	NR_045859	T:ExtGene;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr14	106319834	106319929	0.187	strongHyper	Spry2	NM_011897	T:Other;
chr14	15029044	15029338	0.188	strongHyper	Olfr720	NM_146392	T:Other;
chr14	20711402	20711769	0.19	strongHyper	Gng2	NM_001038637	T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr14	8761627	8761776	0.191	strongHyper	Flnb	NM_134080	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr14	63023335	63023546	0.191	strongHyper	Gucy1b2	NM_001204340	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr14	119781683	119781850	0.194	strongHyper	Hs6st3	NM_015820	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	75800748	75800829	0.195	strongHyper	Siah3	NM_001128093	T:LTR;
chr14	14243273	14243344	0.196	strongHyper	Synpr	NM_028052	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	26600242	26600432	0.197	strongHyper	Zcchc24	NM_001101433	T:LINE;
chr14	75416470	75416615	0.197	strongHyper	5031414D18Rik	NM_198642	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr14	104550412	104550553	0.197	strongHyper	4930432J09Rik	NR_045953	T:Other;
chr14	66807746	66807869	0.199	strongHyper	Ptk2b	NM_001162366	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	46255908	46256000	0.201	strongHyper	Ddhd1	NM_001039106	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr14	119091714	119091952	0.201	strongHyper	Abcc4	NM_001033336	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LowComplexity;T:LTR;
chr14	26162849	26163098	0.203	strongHyper	Zmiz1	NM_183208	T:Other;
chr14	48911513	48911691	0.203	strongHyper	Peli2	NM_033602	T:Other;
chr14	43800727	43800798	0.205	strongHyper	Gm10377	NM_001244671	T:CGI;T:CGI_woGeneExt2k;
chr14	8777908	8778020	0.207	strongHyper	Flnb	NM_134080	T:ExtGene;T:Gene;T:Intron;
chr14	68188300	68188558	0.207	strongHyper	Cdca2	NM_001110162	T:SimpleRepeat;
chr14	24855404	24855617	0.208	strongHyper	Kcnma1	NM_001253364	T:Other;
chr14	59134313	59134542	0.208	strongHyper	Fgf9	NM_013518	T:Other;
chr14	58768713	58768786	0.209	strongHyper	Fgf9	NM_013518	T:Other;
chr14	28467378	28467542	0.21	strongHyper	Erc2	NM_177814	T:ExtGene;T:Gene;T:Intron;
chr14	58940894	58940960	0.211	strongHyper	Fgf9	NM_013518	T:Other;
chr14	20924718	20924792	0.212	strongHyper	1810063B07Rik	NM_026209	T:SINE;
chr14	64942670	64942759	0.212	strongHyper	Msra	NM_001253716	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	13431050	13431586	0.213	strongHyper	Cadps	NM_001042617	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LowComplexity;T:SimpleRepeat;T:SINE;
chr14	27446541	27446850	0.213	strongHyper	Fam116a	NM_145969	T:Exon;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	77992688	77992781	0.215	strongHyper	Enox1	NM_001253759	T:Exon;T:ExtGene;T:Gene;
chr14	34744676	34744907	0.217	strongHyper	Gdf10	NM_145741	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:LowComplexity;
chr14	95149360	95149503	0.217	strongHyper	Pcdh9	NM_001081377	T:LINE;
chr14	25786275	25786370	0.219	strongHyper	4930572O13Rik	NR_045718	T:Other;
chr14	33674743	33674795	0.221	strongHyper	E130203B14Rik	NM_178791	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	79523467	79523657	0.221	strongHyper	1300010F03Rik	NM_027906	T:ExtGene;T:Gene;T:Intron;T:LINE;
chr14	61878076	61878129	0.227	strongHyper	Sgcg	NM_011892	T:ExtGene;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr14	63459510	63459716	0.227	strongHyper	Wdfy2	NM_175546	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	118456045	118456121	0.23	strongHyper	Dct	NM_010024	T:Other;
chr14	113093842	113094007	0.233	strongHyper	Slitrk5	NM_198865	T:LINE;
chr14	56395699	56396317	0.236	strongHyper	Adcy4	NM_080435	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	30827651	30828048	0.24	strongHyper	Chdh	NM_001136240	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:DNA;
chr14	46051855	46051927	0.24	strongHyper	Fermt2	NM_146054	T:SINE;
chr14	57724612	57724693	0.24	strongHyper	Gjb2	NM_008125	T:CGI_shore;
chr14	67427648	67427741	0.24	strongHyper	Dpysl2	NM_009955	T:ExtGene;T:Gene;T:Intron;
chr14	28049168	28049353	0.244	strongHyper	Arhgef3	NM_027871	T:Other;
chr14	76742361	76742475	0.244	strongHyper	Tsc22d1	NM_207652	T:Other;
chr14	39139751	39140213	0.247	strongHyper	Nrg3	NM_001190187	T:LTR;
chr14	21649591	21649716	0.25	strongHyper	Plau	NM_008873	T:SINE;
chr14	60309821	60309898	0.25	strongHyper	Atp8a2	NM_015803	T:ExtGene;T:Gene;T:Intron;
chr14	62216900	62217190	0.251	strongHyper	Trim13	NM_001164220	T:CGI_shore;T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;
chr14	77416780	77416908	0.254	strongHyper	9030625A04Rik	NM_172488	T:LTR;
chr14	13221582	13221656	0.258	strongHyper	Cadps	NM_001042617	T:ExtGene;T:Gene;T:Intron;
chr14	109267941	109268032	0.26	strongHyper	Slitrk1	NM_199065	T:LINE;
chr14	54844915	54844988	0.261	strongHyper	Dad1	NM_001113358	T:Other;
chr14	11367266	11367464	0.264	strongHyper	Fhit	NM_010210	T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LTR;
chr14	121253597	121253684	0.264	strongHyper	Ipo5	NM_023579	T:Other;
chr14	12590856	12590940	0.265	strongHyper	Ptprg	NM_008981	T:ExtGene;T:Gene;T:Intron;
chr14	61061999	61062259	0.266	strongHyper	Fam123a	NM_001164705	T:Other;
chr14	63921154	63921334	0.269	strongHyper	Gata4	NM_008092	T:LINE;
chr14	52377132	52377183	0.275	strongHyper	Ang4	NM_177544	T:Other;
chr14	51516561	51516615	0.276	strongHyper	Klhl33	NM_001166651	T:Other;
chr14	65684902	65685001	0.278	strongHyper	Extl3	NM_018788	T:ExtGene;T:Gene;T:Intron;T:LTR;
chr14	78835607	78836038	0.278	strongHyper	Akap11	NM_001164503	T:Other;
chr14	123252186	123252349	0.281	strongHyper	Pcca	NM_144844	T:ExtGene;T:Gene;T:Intron;
chr14	58146227	58146363	0.284	strongHyper	Il17d	NM_145837	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;T:LTR;
chr14	104736212	104736262	0.29	strongHyper	Pou4f1	NM_011143	T:SimpleRepeat;
chr14	66598237	66598429	0.293	strongHyper	Clu	NM_013492	T:ExtGene;T:Gene;T:Intron;
chr14	64566695	64566799	0.304	strongHyper	Sox7	NM_011446	T:Center30ct;T:Exon;T:ExtGene;T:Gene;
chr14	30985013	30985065	0.31	strongHyper	Cacna1d	NM_001083616	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	9048099	9048218	0.312	strongHyper	Kctd6	NM_027782	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr14	54971141	54971231	0.318	strongHyper	Oxa1l	NM_026936	T:LTR;
chr14	51748873	51749065	0.325	strongHyper	Rnase6	NM_030098	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:LTR;
chr14	122412674	122413123	0.33	strongHyper	Ubac2	NM_026861	T:ExtGene;T:Gene;T:Intron;
chr14	60824147	60824216	0.369	strongHyper	Nupl1	NM_170591	T:Other;
chr14	49618575	49618703	0.466	strongHyper	Exoc5	NM_207214	T:LINE;T:LTR;
chr15	77237404	77237718	0.15	strongHyper	Apol9a	NM_173786	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr15	100010175	100010406	0.15	hyper	Dip2b	NM_172819	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr15	28119877	28119997	0.151	strongHyper	Dnahc5	NM_133365	T:Other;
chr15	83666313	83666606	0.151	strongHyper	Mpped1	NM_172610	T:ExtGene;T:Gene;T:Intron;
chr15	83828569	83828622	0.152	strongHyper	Efcab6	NM_029946	T:ExtGene;T:Gene;T:Intron;
chr15	86194309	86194597	0.152	strongHyper	Tbc1d22a	NM_145476	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LTR;
chr15	25466404	25466672	0.154	strongHyper	Gm5468	NR_027376	T:Other;
chr15	82066140	82066270	0.154	strongHyper	Cenpm	NM_001080158	T:ExtGene;T:Gene;T:Intron;
chr15	4771975	4772102	0.155	strongHyper	C6	NM_016704	T:SINE;
chr15	7073587	7073663	0.155	strongHyper	Lifr	NM_001113386	T:Other;
chr15	74394591	74394659	0.155	strongHyper	Bai1	NM_174991	T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:ExtGene;T:Gene;T:Intron;
chr15	82194452	82194579	0.155	strongHyper	Cyp2d22	NM_001163472	T:LTR;
chr15	27382324	27382599	0.156	strongHyper	Ank	NM_020332	T:LINE;T:SINE;
chr15	74317255	74317404	0.156	strongHyper	Bai1	NM_174991	T:CGI_shore;
chr15	80445056	80445552	0.156	strongHyper	Grap2	NM_010815	T:Other;
chr15	97662826	97662951	0.157	strongHyper	Hdac7	NM_001204275	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	99057154	99057312	0.157	strongHyper	Kcnh3	NM_010601	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr15	99508976	99509334	0.157	strongHyper	Accn2	NM_009597	T:ExtGene;T:Gene;T:Intron;
chr15	37163526	37163664	0.158	strongHyper	Grhl2	NM_026496	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr15	75750649	75750848	0.158	strongHyper	Pycrl	NM_025412	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	82864298	82864691	0.159	strongHyper	Nfam1	NM_028728	T:SimpleRepeat;
chr15	82911209	82911392	0.159	strongHyper	Serhl	NM_023475	T:LINE;
chr15	100221173	100221273	0.159	strongHyper	Slc11a2	NM_008732	T:ExtGene;T:Gene;T:Intron;
chr15	34186643	34186932	0.16	strongHyper	Laptm4b	NM_033521	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	36470695	36470867	0.16	strongHyper	Snx31	NM_025712	T:ExtGene;T:Gene;T:Intron;
chr15	77992809	77993020	0.16	strongHyper	Ift27	NM_025931	T:ExtGene;T:Gene;T:Intron;
chr15	98470737	98470813	0.16	strongHyper	Cacnb3	NM_007581	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	35206964	35207209	0.161	strongHyper	Osr2	NM_054049	T:SINE;
chr15	75510915	75511094	0.161	strongHyper	Top1mt	NM_028404	T:CGI_shore;
chr15	83769909	83770028	0.163	strongHyper	Efcab6	NM_029946	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	88898203	88898374	0.163	strongHyper	Panx2	NM_001002005	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Exon;T:ExtGene;T:Gene;
chr15	100407021	100407295	0.163	strongHyper	Pou6f1	NM_010127	T:CGI_shore;T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_wiCGI;T:SINE;
chr15	101782264	101782563	0.163	strongHyper	Krt78	NM_212487	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	59551863	59551971	0.164	strongHyper	Trib1	NM_144549	T:LTR;
chr15	76632692	76632897	0.164	strongHyper	Arhgap39	NM_001168288	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SINE;
chr15	100963193	100963414	0.164	strongHyper	Acvrl1	NM_009612	T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr15	96599178	96599322	0.165	strongHyper	Slc38a2	NM_175121	T:CGI_shore;
chr15	103000772	103000827	0.165	strongHyper	Smug1	NM_027885	T:CGI;T:CGI_shore;T:CGI_woGeneExt2k;
chr15	11833086	11833188	0.166	strongHyper	Npr3	NM_001039181	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	31578385	31578461	0.166	strongHyper	Fam173b	NM_026546	T:LTR;
chr15	25293681	25294066	0.168	strongHyper	Basp1	NM_027395	T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_wiCGI;T:TTSup1k;T:LowComplexity;T:SimpleRepeat;
chr15	4035778	4035892	0.169	strongHyper	Oxct1	NM_024188	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	84587021	84587213	0.169	strongHyper	Arhgap8	NM_001164627	T:ExtGene;T:Gene;T:Intron;
chr15	58528678	58529025	0.17	strongHyper	Tmem65	NM_175212	T:LTR;
chr15	102842320	102842444	0.171	strongHyper	Hoxc6	NM_010465	T:CGI_shore;T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr15	77272717	77273151	0.172	strongHyper	Apol7b	NM_001024848	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:LTR;
chr15	98626092	98626294	0.172	strongHyper	Wnt1	NM_021279	T:Other;
chr15	98947243	98947338	0.173	strongHyper	Spats2	NM_139140	T:Other;
chr15	73886400	73886588	0.174	strongHyper	Gm628	NM_001033365	T:Other;
chr15	57816291	57816457	0.175	strongHyper	Fam83a	NM_173862	T:Other;
chr15	69933037	69933990	0.175	strongHyper	Gm19782	NR_045071	T:LINE;
chr15	79579700	79579814	0.176	strongHyper	Gm16576	NR_045069	T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LTR;
chr15	100663545	100663620	0.176	strongHyper	Slc4a8	NM_021530	T:Other;
chr15	100732621	100732731	0.176	strongHyper	Scn8a	NM_001077499	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LINE;
chr15	99922480	99922631	0.177	strongHyper	Dip2b	NM_001159361	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	63535935	63536183	0.178	strongHyper	Gsdmc	NM_031378	T:Other;
chr15	75917949	75918616	0.178	strongHyper	Nrbp2	NM_144847	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	102535349	102535573	0.179	strongHyper	Calcoco1	NM_026192	T:Other;
chr15	59449860	59450122	0.18	strongHyper	Nsmce2	NM_026746	T:LTR;T:SimpleRepeat;
chr15	11957462	11957656	0.181	strongHyper	Sub1	NM_011294	T:Other;
chr15	100883776	100883872	0.181	strongHyper	Fignl2	NM_001214911	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:1stExon;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr15	74570551	74570874	0.183	strongHyper	2300005B03Rik	NM_001081961	T:Other;
chr15	8792370	8792496	0.184	strongHyper	Ranbp3l	NM_198024	T:LTR;
chr15	27595397	27595488	0.184	strongHyper	Fam105a	NM_001242423	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	59546027	59546312	0.185	strongHyper	Trib1	NM_144549	T:LTR;
chr15	71024965	71025512	0.185	strongHyper	Fam135b	NM_177819	T:SimpleRepeat;
chr15	35302037	35302197	0.186	strongHyper	Vps13b	NM_177151	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr15	59427849	59428139	0.186	strongHyper	Nsmce2	NM_026746	T:ExtGene;T:Gene;T:Intron;
chr15	78541111	78541501	0.186	strongHyper	Elfn2	NM_183141	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LowComplexity;T:SimpleRepeat;
chr15	64107734	64107896	0.189	strongHyper	Asap1	NM_010026	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	75920221	75920820	0.189	strongHyper	Nrbp2	NM_144847	T:CGI;T:CGI_shore;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_wiCGI;
chr15	92828848	92829012	0.189	strongHyper	Pdzrn4	NM_001164594	T:Other;
chr15	100855032	100855321	0.189	strongHyper	Scn8a	NM_011323	T:ExtGene;T:Gene;T:Intron;
chr15	88118594	88118760	0.191	strongHyper	B230214G05	NR_045281	T:Other;
chr15	97806710	97806949	0.191	strongHyper	Col2a1	NM_001113515	T:ExtGene;T:Gene;T:Intron;T:TTSup1k;
chr15	79941613	79941835	0.192	strongHyper	Syngr1	NM_009303	T:ExtGene;T:Gene;T:Intron;
chr15	91203813	91203864	0.193	strongHyper	Slc2a13	NM_001033633	T:ExtGene;T:Gene;T:Intron;
chr15	34580617	34580790	0.194	strongHyper	Nipal2	NM_145469	T:ExtGene;T:Gene;T:Intron;
chr15	55420192	55420246	0.194	strongHyper	Mtbp	NM_001168250	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	27605634	27606016	0.198	strongHyper	Fam105a	NM_001242423	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	80292933	80293168	0.198	strongHyper	Enthd1	NM_001163189	T:ExtGene;T:Gene;T:Intron;T:LTR;
chr15	83571145	83571296	0.198	strongHyper	Scube1	NM_022723	T:Other;
chr15	77902487	77902660	0.2	strongHyper	Cacng2	NM_007583	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	101372294	101372640	0.2	strongHyper	Krt82	NM_053249	T:Exon;T:ExtGene;T:Gene;T:Intron;T:TTSup1k;T:LowComplexity;
chr15	8229403	8229629	0.201	strongHyper	2410089E03Rik	NM_001162906	T:LTR;
chr15	89153750	89154085	0.201	strongHyper	Adm2	NM_182928	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr15	22930446	22930597	0.202	strongHyper	Cdh18	NM_001081299	T:LTR;
chr15	97244916	97245036	0.202	strongHyper	Fam113b	NM_172293	T:Other;
chr15	96942447	96942618	0.203	strongHyper	Slc38a4	NM_027052	T:Other;
chr15	59219150	59219456	0.205	strongHyper	Nsmce2	NM_001164604	T:ExtGene;T:Gene;T:Intron;
chr15	95482040	95482213	0.205	strongHyper	Dbx2	NM_207533	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	86081029	86081218	0.206	strongHyper	Tbc1d22a	NM_145476	T:ExtGene;T:Gene;T:Intron;
chr15	101937194	101937352	0.207	strongHyper	Tenc1	NM_153533	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	27601148	27601324	0.208	strongHyper	Fam105a	NM_001242423	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:DNA;
chr15	76775270	76775626	0.208	strongHyper	1110038F14Rik	NM_054099	T:LTR;T:SINE;
chr15	82036832	82037098	0.208	strongHyper	AI848285	NM_001207021	T:CGI_shore;T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr15	7032140	7032196	0.209	strongHyper	Lifr	NM_001113386	T:Other;
chr15	10545988	10546072	0.209	strongHyper	Rai14	NM_030690	T:ExtGene;T:Gene;T:Intron;
chr15	27555192	27555539	0.21	strongHyper	Fam105b	NM_001013792	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	73763661	73764602	0.21	strongHyper	Gm628	NM_001033365	T:DNA;T:SimpleRepeat;
chr15	75259296	75259527	0.21	strongHyper	9030619P08Rik	NM_001039720	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	90517739	90517810	0.21	strongHyper	Cpne8	NM_001033851	T:Other;
chr15	84086733	84086861	0.211	strongHyper	Parvb	NM_133167	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	20623676	20623816	0.212	strongHyper	Acot10	NM_022816	T:LINE;
chr15	84214544	84214734	0.212	strongHyper	1810041L15Rik	NM_001163145	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;
chr15	12146532	12146721	0.215	strongHyper	Mtmr12	NM_172958	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	31173862	31173990	0.215	strongHyper	Dap	NM_146057	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	31895529	31895606	0.215	strongHyper	Tas2r119	NM_020503	T:Other;
chr15	99340281	99340444	0.216	strongHyper	Faim2	NM_001038658	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	97711126	97711287	0.217	strongHyper	Vdr	NM_009504	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	80441998	80442119	0.218	strongHyper	Grap2	NM_010815	T:Other;
chr15	100406013	100406150	0.218	strongHyper	Pou6f1	NM_010127	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_wiCGI;T:TTSup1k;
chr15	80394711	80394950	0.22	strongHyper	Enthd1	NM_001163189	T:Other;
chr15	27789108	27789182	0.221	strongHyper	Trio	NM_001081302	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	74626523	74626598	0.221	strongHyper	Ly6k	NM_029627	T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;T:SINE;
chr15	36404400	36404531	0.225	strongHyper	Ankrd46	NM_175134	T:Other;
chr15	60993255	60993385	0.226	strongHyper	A1bg	NM_001081067	T:Other;
