#chrom	start	end	Meth Dif_24mo-4mo	class_24mo_v_4mo	Gene name	name	features
chr14	66324780	66324879	-0.177	strongHypo	Scara5	NM_001168318	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	70983893	70983962	-0.177	strongHypo	Fam160b2	NM_194345	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;
chr14	75188892	75188987	-0.176	strongHypo	Lrch1	NM_001033439	T:ExtGene;T:Gene;T:Intron;
chr14	121760410	121760682	-0.176	strongHypo	Stk24	NM_145465	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	48015578	48015753	-0.175	strongHypo	Dlgap5	NM_001145949	T:Exon;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	9632818	9632935	-0.174	strongHypo	4930455B14Rik	NR_045968	T:Other;
chr14	47745009	47745389	-0.174	strongHypo	Samd4	NM_001163433	T:Other;
chr14	122363007	122363088	-0.174	strongHypo	Gpr183	NM_183031	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr14	4052210	4052371	-0.173	strongHypo	Gm5796	NM_001029930	T:Other;
chr14	21600190	21600480	-0.173	strongHypo	Camk2g	NM_001039138	T:ExtGene;T:Gene;T:Intron;
chr14	21749804	21750005	-0.173	strongHypo	Vcl	NM_009502	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr14	51523955	51524145	-0.173	strongHypo	Osgep	NM_133676	T:Other;
chr14	104078825	104079837	-0.172	strongHypo	Slain1	NM_198014	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SimpleRepeat;
chr14	55729385	55729449	-0.171	strongHypo	Jph4	NM_177049	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	22782183	22782237	-0.17	strongHypo	Zfp503	NM_145459	T:Other;
chr14	72695238	72695289	-0.17	strongHypo	Fndc3a	NM_207636	T:Other;
chr14	35053518	35053766	-0.167	strongHypo	Fam35a	NM_029389	T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	79062513	79062863	-0.167	strongHypo	Dgkh	NM_001081336	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr14	26455958	26456142	-0.163	strongHypo	Zmiz1	NM_183208	T:ExtGene;T:Gene;T:Intron;
chr14	69942712	69942851	-0.163	strongHypo	Gm16677	NR_045091	T:Other;
chr14	73112309	73112557	-0.161	strongHypo	Fndc3a	NM_207636	T:CGI_shore;T:LINE;
chr14	77904292	77904754	-0.161	strongHypo	Gm6994	NR_033141	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;
chr14	105965431	105965542	-0.161	strongHypo	4930449E01Rik	NR_045921	T:Other;
chr14	77098354	77098827	-0.16	strongHypo	1700108F19Rik	NR_015485	T:Other;
chr14	31079106	31079181	-0.159	strongHypo	Cacna1d	NM_001083616	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr14	41818399	41818966	-0.157	strongHypo	5730469M10Rik	NM_027464	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LowComplexity;T:SimpleRepeat;T:SINE;
chr14	121600560	121600637	-0.157	strongHypo	Farp1	NM_134082	T:ExtGene;T:Gene;T:Intron;
chr14	122097507	122097979	-0.157	strongHypo	Dock9	NM_001081039	T:1stExon;T:Center30ct;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;
chr14	28063464	28063696	-0.156	strongHypo	Arhgef3	NM_027871	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:DNA;
chr14	16602534	16602628	-0.155	strongHypo	Lrrc3b	NM_146052	T:Other;
chr14	104047919	104048308	-0.154	strongHypo	Slain1	NM_198014	T:CGI_shore;
chr14	65429482	65430017	-0.152	strongHypo	Kif13b	NM_001081177	T:SimpleRepeat;
chr14	58352788	58353788	-0.151	strongHypo	Lats2	NM_153382	T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;T:SINE;
chr14	70531258	70531482	-0.15	strongHypo	Bin3	NM_021328	T:ExtGene;T:Gene;T:Intron;
chr14	121990424	121991357	-0.15	strongHypo	Dock9	NM_001081039	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	39587736	39587845	-0.474	strongHypo	Dcstamp	NM_029422	T:ExtGene;T:Gene;T:Intron;
chr15	41656886	41657554	-0.442	strongHypo	Oxr1	NM_001130163	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	95652643	95652801	-0.405	strongHypo	Ano6	NM_001253813	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	76984424	76984575	-0.403	strongHypo	Rbfox2	NM_001110827	T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	12548444	12548523	-0.391	strongHypo	Pdzd2	NM_001081064	T:Other;
chr15	6490528	6491028	-0.38	strongHypo	Fyb	NM_011815	T:Other;
chr15	85943338	85943391	-0.374	strongHypo	Gramd4	NM_001205353	T:ExtGene;T:Gene;T:Intron;
chr15	58634064	58634132	-0.351	strongHypo	Tmem65	NM_175212	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	62118187	62118416	-0.35	strongHypo	Pvt1	NR_003368	T:SINE;
chr15	3454878	3455028	-0.342	strongHypo	Ghr	NM_001048178	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	73828138	73828382	-0.336	strongHypo	Gm628	NM_001033365	T:Other;
chr15	38473136	38473234	-0.335	strongHypo	2310043O21Rik	NR_045757	T:Other;
chr15	61604750	61604851	-0.334	strongHypo	D030024E09Rik	NR_040350	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_woCGI;
chr15	85497650	85498169	-0.33	strongHypo	Mirlet7c-2	NR_029729	T:SimpleRepeat;
chr15	101316430	101316708	-0.328	strongHypo	5430421N21Rik	NM_001201323	T:Exon;T:ExtGene;T:Gene;T:Intron;T:TTSup1k;
chr15	74757309	74757411	-0.325	strongHypo	Ly6e	NM_001164037	T:DNA;T:LTR;
chr15	42141434	42141504	-0.323	strongHypo	Angpt1	NM_009640	T:Other;
chr15	64194245	64194369	-0.322	strongHypo	Asap1	NM_010026	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SimpleRepeat;
chr15	5144541	5144703	-0.321	strongHypo	Ttc33	NM_026213	T:ExtGene;T:Gene;T:Intron;T:LINE;
chr15	86061131	86061213	-0.312	strongHypo	Tbc1d22a	NM_145476	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	100916928	100917346	-0.308	strongHypo	Ankrd33	NM_144790	T:DNA;T:SINE;
chr15	89308001	89308129	-0.307	strongHypo	Arsa	NM_009713	T:ExtGene;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	100501491	100501549	-0.305	strongHypo	Cela1	NM_033612	T:Other;
chr15	88694777	88694903	-0.301	strongHypo	Pim3	NM_145478	T:CGI_shore;T:Center30ct;T:Exon;T:ExtGene;T:Gene;
chr15	85499924	85500026	-0.299	strongHypo	Mirlet7c-2	NR_029729	T:CGI_shore;
chr15	90039703	90039797	-0.299	strongHypo	Alg10b	NM_001033441	T:Other;
chr15	63845863	63845976	-0.296	strongHypo	Fam49b	NM_144846	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	85504130	85504200	-0.293	strongHypo	Mirlet7c-2	NR_029729	T:CGI_shore;
chr15	93422334	93422401	-0.289	strongHypo	Prickle1	NM_001033217	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	5994450	5994516	-0.288	strongHypo	Dab2	NM_001008702	T:LTR;
chr15	10615836	10615954	-0.285	strongHypo	Rai14	NM_030690	T:ExtGene;T:Gene;T:Intron;
chr15	50329110	50329160	-0.285	strongHypo	Trps1	NM_032000	T:Other;
chr15	90497388	90497576	-0.285	strongHypo	Cpne8	NM_001033851	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	41658784	41659567	-0.28	strongHypo	Oxr1	NM_001130163	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	11996336	11996423	-0.279	strongHypo	Zfr	NM_011767	T:Other;
chr15	78661478	78661539	-0.279	strongHypo	Cdc42ep1	NM_027219	T:SINE;
chr15	31274810	31275520	-0.278	strongHypo	Ankrd33b	NM_026153	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	90486954	90487194	-0.277	strongHypo	Cpne8	NM_001033851	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	101288862	101289093	-0.269	strongHypo	Krt81	NM_001166157	T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr15	27712459	27712558	-0.264	strongHypo	Trio	NM_001081302	T:ExtGene;T:Gene;T:Intron;
chr15	90446496	90446747	-0.264	strongHypo	Cpne8	NM_025815	T:ExtGene;T:Gene;T:Intron;T:LTR;T:SINE;
chr15	101934699	101935052	-0.264	strongHypo	Tenc1	NM_153533	T:1stIntron;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	85533654	85533921	-0.262	strongHypo	Mirlet7c-2	NR_029729	T:LowComplexity;
chr15	6491694	6491912	-0.259	strongHypo	Fyb	NM_011815	T:Other;
chr15	100013145	100013286	-0.259	strongHypo	Dip2b	NM_172819	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LINE;
chr15	66792538	66792825	-0.258	strongHypo	Ndrg1	NM_008681	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	73566764	73567094	-0.251	strongHypo	Ptp4a3	NM_001166388	T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LINE;T:SINE;
chr15	37928342	37928843	-0.248	strongHypo	Ubr5	NM_001081359	T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	81971950	81972297	-0.248	strongHypo	Ccdc134	NM_172428	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;T:SimpleRepeat;
chr15	74765916	74765966	-0.247	strongHypo	Ly6e	NM_001164037	T:Other;
chr15	56447305	56447639	-0.243	strongHypo	Has2	NM_008216	T:Other;
chr15	99473050	99473345	-0.241	strongHypo	Racgap1	NM_001253808	T:Exon;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	99545894	99546085	-0.241	strongHypo	Smarcd1	NM_031842	T:Other;
chr15	100558440	100558605	-0.24	strongHypo	Galnt6	NM_001161767	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	78818707	78818969	-0.239	strongHypo	Triobp	NM_001024716	T:ExtGene;T:Gene;T:Intron;
chr15	100168301	100168374	-0.239	strongHypo	Mettl7a3	NM_001081471	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	101933638	101934102	-0.238	strongHypo	Tenc1	NM_153533	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr15	68863282	68863380	-0.236	strongHypo	Khdrbs3	NM_010158	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	95782395	95782551	-0.232	strongHypo	Ano6	NM_001253813	T:ExtGene;T:Gene;T:Intron;
chr15	99068590	99068718	-0.231	strongHypo	Kcnh3	NM_010601	T:Exon;T:ExtGene;T:Gene;
chr15	85495678	85496189	-0.228	strongHypo	Mirlet7c-2	NR_029729	T:Other;
chr15	75741199	75741260	-0.227	strongHypo	Tigd5	NM_178646	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:Exon;T:ExtGene;T:Gene;
chr15	76062883	76062970	-0.227	strongHypo	Parp10	NM_001163575	T:CGI;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:CGI_wiTTSdn1k;T:ExtGene;T:TTSdn1k;T:TTSdn1k_wiCGI;
chr15	102290784	102290937	-0.227	strongHypo	Prr13	NM_001170911	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	66842128	66842208	-0.226	strongHypo	Ndrg1	NM_008681	T:Other;
chr15	77652191	77652523	-0.224	strongHypo	Myh9	NM_022410	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LowComplexity;
chr15	98436409	98436931	-0.222	strongHypo	Adcy6	NM_007405	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:LINE;T:SINE;
chr15	72640943	72641150	-0.22	strongHypo	Trappc9	NM_001164641	T:CGI_shore;T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	79713086	79713177	-0.219	strongHypo	D730005E14Rik	NR_030675	T:CGI_shore;T:LTR;
chr15	76094855	76095015	-0.218	strongHypo	Gm10872	NR_045747	T:Other;
chr15	101022332	101022488	-0.218	strongHypo	Acvr1b	NM_007395	T:1stIntron;T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	12211214	12211317	-0.216	strongHypo	Mtmr12	NM_172958	T:Other;
chr15	12581963	12582686	-0.216	strongHypo	Pdzd2	NM_001081064	T:LTR;
chr15	25375679	25375817	-0.215	strongHypo	Gm5468	NR_027376	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	85920397	85920602	-0.213	strongHypo	Gramd4	NM_001205353	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	59465362	59465637	-0.212	strongHypo	Trib1	NM_144549	T:Other;
chr15	93382079	93382257	-0.212	strongHypo	Prickle1	NM_001033217	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:SINE;
chr15	79787022	79787313	-0.211	strongHypo	Cbx7	NM_144811	T:SimpleRepeat;
chr15	98953845	98953947	-0.21	strongHypo	Spats2	NM_139140	T:SINE;
chr15	38221890	38222034	-0.209	strongHypo	Klf10	NM_013692	T:SINE;
chr15	73251671	73252171	-0.207	strongHypo	Ptk2	NM_001130409	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	100553242	100553980	-0.206	strongHypo	Galnt6	NM_001161767	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:LowComplexity;
chr15	43360030	43360205	-0.205	strongHypo	Ttc35	NM_025736	T:ExtGene;T:TTSdn1k;T:TTSdn1k_woCGI;
chr15	75428559	75428646	-0.201	strongHypo	Gpihbp1	NM_026730	T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSdn1k;T:TTSdn1k_woCGI;T:TTSup1k;
chr15	58475481	58475588	-0.199	strongHypo	Tmem65	NM_175212	T:Other;
chr15	79208363	79208804	-0.199	strongHypo	Tmem184b	NM_001253817	T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	82011947	82012021	-0.199	strongHypo	Srebf2	NM_033218	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	97726357	97726511	-0.199	strongHypo	Vdr	NM_009504	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	41661178	41661650	-0.198	strongHypo	Oxr1	NM_001130163	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	67013068	67013356	-0.198	strongHypo	St3gal1	NM_009177	T:LTR;
chr15	25078975	25079062	-0.193	strongHypo	Basp1	NM_027395	T:Other;
chr15	67012169	67012519	-0.193	strongHypo	St3gal1	NM_009177	T:Other;
chr15	98341930	98342005	-0.193	strongHypo	2310037I24Rik	NM_133714	T:Other;
chr15	98343285	98343377	-0.193	strongHypo	2310037I24Rik	NM_133714	T:Other;
chr15	58302083	58302175	-0.191	strongHypo	D15Ertd621e	NM_145959	T:Other;
chr15	100870122	100870503	-0.191	strongHypo	Scn8a	NM_011323	T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Exon;T:ExtGene;T:Gene;
chr15	78868632	78868746	-0.188	strongHypo	Gcat	NM_013847	T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:TpUTR;T:TpUTR_woCGI;T:TTSup1k;
chr15	88126656	88126868	-0.188	strongHypo	B230214G05	NR_045281	T:Other;
chr15	79597912	79598424	-0.186	strongHypo	Dnalc4	NM_017470	T:1stIntron;T:Center30ct;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	79710080	79710307	-0.186	strongHypo	D730005E14Rik	NR_030675	T:DNA;
chr15	85806100	85806256	-0.185	strongHypo	Celsr1	NM_009886	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	86025582	86025655	-0.185	strongHypo	Cerk	NM_145475	T:Rleft;
chr15	98437972	98438729	-0.185	strongHypo	Adcy6	NM_007405	T:CGI_shore;T:1stExon;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Prom;T:Prom_woCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_woCGI;T:SimpleRepeat;
chr15	50202806	50203197	-0.184	strongHypo	Trps1	NM_032000	T:LINE;
chr15	67003178	67003912	-0.183	strongHypo	St3gal1	NM_009177	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	95706549	95706611	-0.183	strongHypo	Ano6	NM_001253813	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	97763029	97763191	-0.182	strongHypo	Vdr	NM_009504	T:Other;
chr15	100800304	100800407	-0.182	strongHypo	Scn8a	NM_011323	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:DNA;
chr15	79181902	79182073	-0.18	strongHypo	Maff	NM_010755	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	74073931	74074104	-0.179	strongHypo	Bai1	NM_174991	T:LINE;
chr15	73351860	73352084	-0.177	strongHypo	Dennd3	NM_001081066	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	60653193	60654190	-0.176	strongHypo	Fam84b	NM_001162926	T:CGI_shore;T:Center30ct;T:Exon;T:ExtGene;T:Gene;T:Prom;T:Prom_wiCGI;T:TpUTR;T:TpUTR_woCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr15	63496977	63497130	-0.176	strongHypo	Gsdmc	NM_031378	T:LTR;
chr15	52150137	52150255	-0.175	strongHypo	Slc30a8	NM_172816	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	98564032	98564164	-0.175	strongHypo	Arf3	NM_007478	T:Other;
chr15	102866120	102866194	-0.175	strongHypo	Hoxc4	NM_013553	T:CGI;T:CGI_shore;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:Center30ct;T:Exon;T:ExtGene;T:Gene;
chr15	39998864	39998972	-0.174	strongHypo	9330182O14Rik	NM_001256056	T:Other;
chr15	57848426	57848510	-0.173	strongHypo	9130401M01Rik	NM_029418	T:LTR;
chr15	85504775	85505130	-0.17	strongHypo	Mirlet7c-2	NR_029729	T:Other;
chr15	101228823	101229062	-0.17	strongHypo	Krt7	NM_033073	T:LTR;
chr15	5190523	5191280	-0.169	strongHypo	Ptger4	NM_001136079	T:CGI_shore;T:ExtGene;T:Gene;T:Intron;
chr15	5188658	5189799	-0.168	strongHypo	Ptger4	NM_001136079	T:Center30ct;T:ExtGene;T:Gene;T:Intron;T:LowComplexity;
chr15	55388794	55388852	-0.168	strongHypo	Mrpl13	NM_026759	T:CGI;T:CGI_wiGene;T:CGI_wiGeneExt2k;T:CGI_wiProm;T:CGI_wiTSSup1k;T:1stExon;T:1stIntron;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:TSSup1k;T:TSSup1k_wiCGI;
chr15	66926977	66927168	-0.168	strongHypo	St3gal1	NM_009177	T:LINE;
chr15	101226864	101227047	-0.168	strongHypo	Krt7	NM_033073	T:DNA;
chr15	99649158	99650156	-0.167	strongHypo	Lima1	NM_023063	T:1stExon;T:Center30ct;T:Exon;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TSSdn1k;
chr15	40993857	40994061	-0.166	strongHypo	Zfpm2	NM_011766	T:Other;
chr15	75551116	75552212	-0.166	strongHypo	Rhpn1	NM_001163465	T:SimpleRepeat;
chr15	80117330	80117460	-0.166	strongHypo	Cacna1i	NM_001044308	T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;
chr15	96028017	96028069	-0.165	strongHypo	2610037D02Rik	NR_040423	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:Prom;T:Prom_woCGI;T:TpUTR;T:TpUTR_woCGI;T:TSSdn1k;
chr15	36495375	36495691	-0.164	strongHypo	Snx31	NM_025712	T:LTR;T:SINE;
chr15	78817166	78817504	-0.164	strongHypo	Triobp	NM_001024716	T:ExtGene;T:Gene;T:Intron;
chr15	96015882	96016198	-0.163	strongHypo	Gm4371	NR_028311	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;
chr15	10984007	10984157	-0.162	strongHypo	Adamts12	NM_175501	T:LINE;
chr15	82682745	82683045	-0.162	strongHypo	Tcf20	NM_001114140	T:Center30ct;T:Exon;T:ExtGene;T:Gene;
chr15	89009929	89010136	-0.162	strongHypo	Plxnb2	NM_138749	T:CGI_shore;T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	73007135	73007388	-0.161	strongHypo	Eif2c2	NM_153178	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	25844925	25845316	-0.16	strongHypo	Fam134b	NM_001034851	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	33070449	33070533	-0.16	strongHypo	Pgcp	NM_018755	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_woCGI;T:Gene;T:Intron;T:LTR;
chr15	73343982	73344093	-0.16	strongHypo	Dennd3	NM_001081066	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;
chr15	78633740	78634200	-0.159	strongHypo	Card10	NM_130859	T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_wiCGI;
chr15	78720127	78720262	-0.159	strongHypo	Gga1	NM_145929	T:Exon;T:ExtGene;T:Gene;T:Intron;
chr15	97734852	97735677	-0.158	strongHypo	Vdr	NM_009504	T:1stIntron;T:ExtGene;T:FpUTR;T:FpUTR_wiCGI;T:Gene;T:Intron;
chr15	81103199	81103580	-0.157	strongHypo	Mchr1	NM_145132	T:Other;
chr15	79840742	79840833	-0.155	strongHypo	Pdgfb	NM_011057	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	100510034	100510283	-0.154	strongHypo	Cela1	NM_033612	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	101065959	101066614	-0.154	strongHypo	Grasp	NM_019518	T:Other;
chr15	40561134	40561716	-0.153	strongHypo	Zfpm2	NM_011766	T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:SINE;
chr15	57679477	57680136	-0.153	strongHypo	Zhx2	NM_199449	T:SINE;
chr15	59482240	59482607	-0.153	strongHypo	Trib1	NM_144549	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr15	79762160	79762409	-0.152	strongHypo	Cbx7	NM_144811	T:CGI_shore;T:1stIntron;T:ExtGene;T:Gene;T:Intron;T:Prom;T:Prom_wiCGI;T:TSSdn1k;T:SimpleRepeat;
chr15	95712138	95712223	-0.152	strongHypo	Ano6	NM_001253813	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr15	74026883	74026938	-0.15	strongHypo	Bai1	NM_174991	T:Other;
chr15	80446166	80446458	-0.15	strongHypo	Grap2	NM_010815	T:Other;
chr15	102088264	102088735	-0.15	strongHypo	Rarg	NM_011244	T:CGI_shore;T:ExtGene;T:Prom;T:Prom_wiCGI;T:TSSup1k;T:TSSup1k_woCGI;
chr16	77705156	77705256	-0.543	strongHypo	Mir125b-2	NR_029540	T:Other;
chr16	4066413	4066481	-0.429	strongHypo	Trap1	NM_026508	T:ExtGene;T:Gene;T:Intron;
chr16	28596437	28596545	-0.421	strongHypo	Fgf12	NM_010199	T:ExtGene;T:Gene;T:Intron;
chr16	22070868	22071068	-0.374	strongHypo	Igf2bp2	NM_183029	T:ExtGene;T:Gene;T:Intron;T:LINE;
chr16	45121234	45121337	-0.366	strongHypo	Ccdc80	NM_026439	T:ExtGene;T:Gene;T:Intron;
chr16	58222309	58222516	-0.365	strongHypo	Dcbld2	NM_028523	T:Other;
chr16	86368817	86368992	-0.363	strongHypo	Adamts5	NM_011782	T:Other;
chr16	35981707	35981868	-0.361	strongHypo	Kpna1	NM_008465	T:CGI_shore;T:Rleft;
chr16	31609651	31609922	-0.359	strongHypo	Dlg1	NM_001252435	T:LTR;
chr16	93373903	93373989	-0.354	strongHypo	Mir802	NR_030429	T:Other;
chr16	12673161	12673327	-0.351	strongHypo	1700003L19Rik	NR_040507	T:SINE;
chr16	23844540	23845419	-0.349	strongHypo	Sst	NM_009215	T:LINE;
chr16	12517495	12517629	-0.347	strongHypo	Shisa9	NM_001174086	T:Other;
chr16	30130308	30130776	-0.341	strongHypo	Hes1	NM_008235	T:SINE;
chr16	17222461	17222525	-0.334	strongHypo	Rimbp3	NM_001033338	T:Rleft;
chr16	11144178	11144401	-0.328	strongHypo	Zc3h7a	NM_145931	T:ExtGene;T:Gene;T:Intron;T:TpUTR;T:TpUTR_wiCGI;T:Rleft;
chr16	62861479	62861571	-0.327	strongHypo	Pros1	NM_011173	T:1stIntron;T:ExtGene;T:Gene;T:Intron;
chr16	75986973	75987032	-0.326	strongHypo	Samsn1	NM_023380	T:Other;
chr16	93471164	93471458	-0.326	strongHypo	1700029J03Rik	NR_040494	T:SimpleRepeat;
chr16	53025849	53025993	-0.323	strongHypo	4930404A05Rik	NR_040495	T:Other;
chr16	28512289	28512692	-0.322	strongHypo	Fgf12	NM_010199	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr16	95686527	95686585	-0.32	strongHypo	Erg	NM_133659	T:Center30ct;T:ExtGene;T:Gene;T:Intron;
chr16	24206739	24206827	-0.302	strongHypo	1110054M08Rik	NR_037954	T:Other;
